Branch,Process,Unit,Equipment Model,Equipment,Operator,Engine On (h),Average RPM,Effective Average Speed (km/h),Average Consumption (l/h),Average Consumption (l/ha)
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62518 - COLHEDORA JOHN DEERE CH570,601044 - ANGELO GABRIEL DA SILVA SOUZA,243.9,1857.9,5.5,37.46,62.36
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,359266 - FRANCISCO DE ASSIS DE CASTRO SILVA,240.7,2038.6,4.6,34.65,97.74
CAPINÓPOLIS - MG,VINHACA DILUIDA- OUTRAS APLICACAO,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62240 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,238.3,,,16.70,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,237.4,1904.0,4.2,28.97,101.64
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62508 - COLHEDORA JOHN DEERE CH570,601791 - CASSIANO JOSE DA SILVA,235.1,1866.9,5.0,34.91,98.28
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62503 - COLHEDORA JOHN DEERE CH570,601791 - CASSIANO JOSE DA SILVA,233.4,1709.9,4.3,27.49,63.74
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62512 - COLHEDORA JOHN DEERE CH570,600356 - DENNER RALF DA SILVA,230.1,1761.7,5.0,30.59,62.04
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62517 - COLHEDORA JOHN DEERE CH570,601311 - JOSE ADRIANO DA SILVA SANTOS,228.0,1788.6,4.5,32.49,66.74
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,359650 - WELLINGTON OLIONES NOGUEIRA,226.2,1954.4,5.2,18.45,67.00
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,359773 - GERALDO LOPES VIEIRA,225.2,1831.8,4.1,37.82,80.80
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,221.7,1844.1,4.4,31.19,65.67
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,359698 - GETULIO DE JESUS SANTOS,218.8,1844.5,4.4,36.03,73.32
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62244 - TRATOR JOHN DEERE 7230J,359654 - ROSIVALDO DA SILVA QUEIROZ,214.8,1852.2,3.3,15.41,20.15
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,601312 - KEFTHER GONZALES SILVA MALUF,213.4,1686.1,4.3,11.50,
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62248 - TRATOR JOHN DEERE 7230J,359664 - ELIELSON ALMEIDA DOS SANTOS,213.1,1890.1,3.2,11.58,19.60
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,601312 - KEFTHER GONZALES SILVA MALUF,212.3,1712.8,4.6,10.08,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,600167 - BRUNO HENRIQUE OLIVEIRA SANTOS,212.0,1957.7,4.1,31.80,85.81
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,359605 - LEANDRO RIBEIRO DA SILVEIRA,211.0,1864.4,4.1,33.90,80.51
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,600763 - RIVANILDO ANDRE DE LIMA,206.8,1987.9,4.1,33.38,98.18
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62503 - COLHEDORA JOHN DEERE CH570,601571 - NIVALDO DA SILVA,205.3,1846.7,3.6,21.46,97.57
CAPINÓPOLIS - MG,SUBSOLAGEM,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,600294 - TIAGO SOARES DA SILVA,204.0,1738.1,4.9,14.20,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62517 - COLHEDORA JOHN DEERE CH570,601671 - JOSE APARECIDO OLIONES NOGUEIRA,200.8,1706.4,4.5,30.18,65.08
CAPINÓPOLIS - MG,IRRIGACAO CONVENCIONAL,381 - APOIO IRRIGAÇÃO CONVENCIONAL,JOHN DEERE 5090E,62207 - TRATOR IRRIGAÇÃO,600442 - TIAGO FERREIRA DA SILVA,200.7,1016.0,1.4,,
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,600943 - MANOEL MESSIAS DA SILVA,199.7,1706.0,5.7,19.50,128.63
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62503 - COLHEDORA JOHN DEERE CH570,600294 - TIAGO SOARES DA SILVA,198.3,1730.8,4.3,29.40,63.42
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,359634 - BENEDITO JOSE DA SILVA,196.3,1906.1,4.1,30.52,71.59
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62502 - COLHEDORA JOHN DEERE CH570,600273 - GUILHERME MENDES FLORO,196.2,1915.8,4.4,37.51,90.59
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,601665 - DIVINO APARECIDO DE FREITAS JUNIOR,194.7,1755.4,3.7,23.34,458.90
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62248 - TRATOR JOHN DEERE 7230J,359653 - GENIVALDO DA SILVA QUEIROZ,194.4,1859.0,3.4,13.10,19.23
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,600167 - BRUNO HENRIQUE OLIVEIRA SANTOS,194.2,1920.6,4.2,35.86,87.25
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62502 - COLHEDORA JOHN DEERE CH570,359266 - FRANCISCO DE ASSIS DE CASTRO SILVA,192.8,1909.0,4.8,38.02,88.64
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62240 - TRATOR JOHN DEERE 7230J,359664 - ELIELSON ALMEIDA DOS SANTOS,191.3,,,12.25,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62241 - TRATOR JOHN DEERE 7230J,359757 - CLAUDIO MARCIO DOS SANTOS,190.8,1884.6,5.1,16.14,46.83
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,601004 - ROBERVAL ROSENDO DA COSTA,189.7,1824.2,4.3,29.56,83.40
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62510 - COLHEDORA JOHN DEERE CH570,600751 - HUGO EDUARDO FELIPE DOS SANTOS OLIVEIRA,189.6,1911.3,4.4,26.19,94.80
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62510 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,189.2,2099.9,4.7,33.25,1093.12
CAPINÓPOLIS - MG,AGUA - 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62244 - TRATOR JOHN DEERE 7230J,600259 - EDILSON MIRANDA DA SILVA,189.1,,,13.96,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,181 - COLHEITA DE MUDA,COLHEDORA JOHN DEERE CH570,62500 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,188.7,2073.7,2.7,32.19,175.01
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62511 - COLHEDORA JOHN DEERE CH570,359605 - LEANDRO RIBEIRO DA SILVEIRA,187.7,1877.0,3.6,30.83,81.68
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,359829 - ADAO PEDRO APARECIDO DA SILVA,187.5,1640.7,4.5,13.66,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62232 - TRATOR JOHN DEERE 7230J,359612 - ROGERIO JOSE ALVES FILHO,186.9,2060.3,5.5,21.84,44.64
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62514 - COLHEDORA JOHN DEERE CH570,359740 - AUDAIR JOSE ROQUE DA SILVA,186.6,1888.9,3.7,36.66,90.68
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,359689 - FERNANDO COSTA DE ARAUJO,183.7,1808.3,4.2,30.11,67.55
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62512 - COLHEDORA JOHN DEERE CH570,600751 - HUGO EDUARDO FELIPE DOS SANTOS OLIVEIRA,183.0,1773.7,4.8,30.44,61.98
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,601136 - VANESSA CASSIA SANTOS DE OLIVEIRA,181.5,1653.1,5.3,11.85,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62515 - COLHEDORA JOHN DEERE CH570,600167 - BRUNO HENRIQUE OLIVEIRA SANTOS,181.5,1800.8,4.0,32.42,87.75
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,359526 - CLAUDIO JOSE DA SILVA,180.9,2156.6,4.8,37.96,81.83
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,359773 - GERALDO LOPES VIEIRA,180.8,2020.5,5.0,17.79,48.84
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62512 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,180.6,2031.9,4.3,38.52,138.54
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62241 - TRATOR JOHN DEERE 7230J,600293 - CICERO MESSIAS DE OLIVEIRA,179.7,1990.4,5.6,20.17,42.47
CAPINÓPOLIS - MG,SUBSOLAGEM,181 - COLHEITA DE MUDA,TRATOR JOHN DEERE 7230J,62247 - TRATOR JOHN DEERE 7230J,359269 - IZAILTON TARGINO DA SILVA,178.9,1451.9,6.7,7.55,
CAPINÓPOLIS - MG,AGUA - 1 APLICACAO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62233 - TRATOR JOHN DEERE 7230J,600834 - SILENE LEANDRO DOS SANTOS,178.6,1668.3,4.5,8.69,
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,359654 - ROSIVALDO DA SILVA QUEIROZ,177.9,1703.9,4.7,13.40,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62511 - COLHEDORA JOHN DEERE CH570,359774 - GIRVAINE JOSE TEODORO,177.6,1830.1,4.1,32.94,66.46
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62517 - COLHEDORA JOHN DEERE CH570,601007 - LUIS FERNANDO DA SILVA ANDRADE,177.3,1668.2,5.0,29.72,52.97
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62248 - TRATOR JOHN DEERE 7230J,600189 - JESSICA GOMES DE LUCENA,176.4,1726.2,3.2,10.80,15.11
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,281 - COLHEITA DE MUDA,COLHEDORA JOHN DEERE CH570,62518 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,175.7,2066.9,3.1,29.68,106.31
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,359605 - LEANDRO RIBEIRO DA SILVEIRA,175.7,1948.5,3.9,33.32,97.54
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,359659 - IVAN TARGINO DA SILVA,175.4,1678.4,5.6,11.87,14.17
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62508 - COLHEDORA JOHN DEERE CH570,601187 - ERIELTON DE FREITAS PINHEIRO,175.1,1886.6,4.6,36.15,109.24
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62517 - COLHEDORA JOHN DEERE CH570,20163 - GUSTAVO HENRIQUE MARTINS ROCHA,174.4,1656.5,4.8,29.75,54.85
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,600383 - RICARDO RODRIGUES DOS SANTOS,174.1,1603.1,4.1,13.19,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,600648 - LUCAS FELIX DA SILVA,173.7,1971.6,4.2,30.94,77.12
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,359583 - MARCOS VINICIUS DE MELO GARCAO,173.6,1824.0,4.0,32.96,75.14
CAPINÓPOLIS - MG,GRADAGEM PESADA,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,600420 - JOAQUIM DIVINO DA SILVA,173.1,1761.5,5.3,13.84,41.44
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62517 - COLHEDORA JOHN DEERE CH570,601800 - CRISTIANO FRANCISCO CELESTINO DE JESUS,172.9,1705.0,4.6,30.23,59.21
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62234 - TRATOR JOHN DEERE 7230J,600277 - PEDRO HENRIQUE RODRIGUES ZUMBA,170.0,1970.0,5.0,17.62,65.59
CAPINÓPOLIS - MG,SUBSOLAGEM,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62233 - TRATOR JOHN DEERE 7230J,600765 - RODRIGO GOMES VILARINHO,170.0,1758.9,4.4,15.70,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,181 - COLHEITA DE MUDA,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,168.6,2015.6,2.9,33.06,144.46
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,281 - COLHEITA DE MUDA,COLHEDORA JOHN DEERE CH570,62516 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,168.5,2089.3,3.7,31.77,179.78
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62518 - COLHEDORA JOHN DEERE CH570,601671 - JOSE APARECIDO OLIONES NOGUEIRA,165.7,1757.7,4.8,30.96,64.53
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,600964 - ARISTOTELLES DE SOUZA SANTOS,165.4,1968.6,4.4,30.29,76.23
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62233 - TRATOR JOHN DEERE 7230J,359229 - EDER LINHAES SILVA,165.0,2013.3,5.4,20.82,40.50
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62238 - TRATOR JOHN DEERE 7230J,359654 - ROSIVALDO DA SILVA QUEIROZ,164.3,1862.9,3.3,12.60,15.37
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,261 - PLANTIO PLANTADEIRA,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,359650 - WELLINGTON OLIONES NOGUEIRA,164.2,1846.9,5.9,18.62,33.10
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,359650 - WELLINGTON OLIONES NOGUEIRA,163.4,2048.4,6.0,20.86,38.28
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62500 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,162.7,2033.2,4.7,34.41,257.24
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62241 - TRATOR JOHN DEERE 7230J,359240 - JORGE LUIS SILVA MATIAS,162.3,1984.5,5.4,22.24,38.49
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62500 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,161.2,1990.5,5.2,37.43,85.67
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,359650 - WELLINGTON OLIONES NOGUEIRA,161.0,1820.7,4.9,38.32,68.29
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,359526 - CLAUDIO JOSE DA SILVA,160.7,1858.0,5.2,17.60,58.72
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,601189 - PAULO DA SILVA,160.4,1503.3,4.2,9.10,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,160.1,1979.4,4.8,27.09,68.49
CAPINÓPOLIS - MG,AGUA - 1 APLICACAO,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62233 - TRATOR JOHN DEERE 7230J,600834 - SILENE LEANDRO DOS SANTOS,159.9,1642.0,4.2,7.66,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,261 - PLANTIO PLANTADEIRA,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,600394 - SERGIO BARBOSA PEREIRA,159.2,1867.2,6.1,18.13,37.94
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62514 - COLHEDORA JOHN DEERE CH570,601171 - CLEIBER CARLOS SILVA,158.5,1849.8,3.6,34.35,80.40
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,281 - COLHEITA DE MUDA,COLHEDORA JOHN DEERE CH570,62514 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,158.2,2142.3,3.1,32.90,164.04
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,601254 - JORGE GONCALVES DA SILVA,158.0,1590.3,4.9,10.32,
CAPINÓPOLIS - MG,VINHACA ENRIQ- 2 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,600851 - SEVERINO DE MOURA MARQUES,157.8,1636.0,5.0,11.23,27.70
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62233 - TRATOR JOHN DEERE 7230J,359583 - MARCOS VINICIUS DE MELO GARCAO,156.5,1947.3,5.3,21.35,37.97
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62232 - TRATOR JOHN DEERE 7230J,359689 - FERNANDO COSTA DE ARAUJO,155.2,2007.0,5.1,20.06,49.78
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,359209 - ALEXANDRE SERAFIM DE ALMEIDA,155.0,1793.1,4.4,32.40,63.28
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,601547 - LUAN ROBERTO DOS SANTOS,154.2,1699.5,4.0,22.55,59.62
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62511 - COLHEDORA JOHN DEERE CH570,600971 - JOSAIL BERNARDO DA SILVA JUNIOR,152.4,1822.9,4.6,33.59,65.00
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,600154 - FABIO MARTINS,151.3,2109.9,5.0,41.12,72.60
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,602022 - CARLOS ALBERTO DA SILVA SANTOS,150.7,1575.9,4.3,9.50,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,600400 - CLEITON MARCELINO BARROS,149.3,2120.3,4.1,38.72,87.23
