Branch,Process,Unit,Equipment Model,Equipment,Operator,Engine On (h),Average RPM,Effective Average Speed (km/h),Average Consumption (l/h),Average Consumption (l/ha)
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62232 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,5.6,1726.9,12.4,6.12,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62508 - COLHEDORA JOHN DEERE CH570,600809 - PEDRO HENRIQUE NUNES DA SILVA,5.6,1647.5,3.1,26.90,120.61
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,181 - COLHEITA DE MUDA,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,359711 - JOAO LUIZ JANUARIO DA SILVA,5.6,,,4.39,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,263 - SULCADOR,TRATOR JOHN DEERE 7230J,62247 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,5.6,,,11.37,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,601255 - FELIPE AUGUSTO DE AZEVEDO SANT ANNA,5.6,,,18.50,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,301 - TRATORES,TRATOR JOHN DEERE 6190J,62257 - TRATOR JOHN DEERE 6190J,601504 - JOSE DA SILVA,5.6,,,8.39,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62518 - COLHEDORA JOHN DEERE CH570,600809 - PEDRO HENRIQUE NUNES DA SILVA,5.6,1661.6,5.0,30.44,58.82
CAPINÓPOLIS,SUBSOLAGEM,143 - Reflorestamento,TRATOR JOHN DEERE 7230J,62228 - TRATOR JOHN DEERE 7230J,600400 - CLEITON MARCELINO BARROS,5.6,1670.3,4.9,29.10,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,82 - Frente 2,TRATOR JOHN DEERE 7230J,62235 - TRATOR JOHN DEERE 7230J,359605 - LEANDRO RIBEIRO DA SILVEIRA,5.6,1780.5,5.1,19.64,28.30
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,602047 - JEFFERSON CALIXTO DOS ANJOS,5.6,1915.9,4.6,33.29,77.25
CAPINÓPOLIS - MG,GRADAGEM PESADA,83 - Frente 3,TRATOR JOHN DEERE 7230J,62232 - TRATOR JOHN DEERE 7230J,359931 - RAFAEL FERREIRA DA SILVA,5.6,1739.9,7.6,14.51,
CAPINÓPOLIS - MG,VINHACA ENRIQ- 3 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,600259 - EDILSON MIRANDA DA SILVA,5.6,1770.4,5.3,12.63,16.80
CAPINÓPOLIS - MG,GRADAGEM PESADA,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62263 - TRATOR JOHN DEERE 7M230,602296 - MARCOS VINICIUS FREITAS SILVA,5.6,1757.1,5.5,27.22,25.61
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62203 - TRATOR JOHN DEERE 6190J,359785 - JOSE CLAUDIO MARTINS,5.6,,,7.73,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,601734 - YURE KELVONE MONTEIRO FARIA,5.6,1678.0,3.8,19.87,59.62
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,600934 - JOSE LUCIANO ROMEIRO DA SILVA,5.6,1758.2,5.5,21.57,29.76
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62513 - COLHEDORA JOHN DEERE CH570,601116 - RICARDO TAVARES DO NASCIMENTO,5.6,1799.9,3.5,27.44,82.00
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62516 - COLHEDORA JOHN DEERE CH570,359229 - EDER LINHAES SILVA,5.6,2186.2,4.6,44.08,
CAPINÓPOLIS - MG,AGUA - 2 APLICACAO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,600610 - JEFERSON PEREIRA DOS SANTOS,5.5,,,24.54,
CAPINÓPOLIS - MG,GRADAGEM PESADA,82 - Frente 2,TRATOR JOHN DEERE 7230J,62228 - TRATOR JOHN DEERE 7230J,359829 - ADAO PEDRO APARECIDO DA SILVA,5.5,,,16.79,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,262 - PLANTIO DISTRIBUIDORA,TRATOR JOHN DEERE 6190J,62256 - TRATOR JOHN DEERE 6190J,601495 - FLAVIO DOS SANTOS SILVA,5.5,1678.9,4.8,10.34,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62508 - COLHEDORA JOHN DEERE CH570,600893 - MATHEUS PEREIRA RODRIGUES DA CUNHA,5.5,2146.9,3.5,35.09,141.38
CAPINÓPOLIS - MG,SUBSOLAGEM,82 - Frente 2,TRATOR JOHN DEERE 7230J,62247 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,5.5,1627.8,4.5,14.44,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,601800 - CRISTIANO FRANCISCO CELESTINO DE JESUS,5.5,1621.0,4.1,23.61,84.62
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,52501 - COLHEDORA JOHN DEERE CH570,270682 - GUSTAVO GOMES DE MORAIS,5.5,2103.2,5.5,39.58,66.31
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62510 - COLHEDORA JOHN DEERE CH570,600809 - PEDRO HENRIQUE NUNES DA SILVA,5.5,1761.0,3.9,25.60,66.42
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,359583 - MARCOS VINICIUS DE MELO GARCAO,5.5,2123.9,5.1,18.25,54.39
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,262 - PLANTIO DISTRIBUIDORA,TRATOR JOHN DEERE 6190J,62254 - TRATOR JOHN DEERE 6190J,601317 - PEDRO LAZARO DE OLIVEIRA NETO,5.5,,,8.99,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62510 - COLHEDORA JOHN DEERE CH570,601116 - RICARDO TAVARES DO NASCIMENTO,5.5,2011.9,3.1,32.11,107.91
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,359698 - GETULIO DE JESUS SANTOS,5.5,1809.9,3.7,31.90,103.33
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,601007 - LUIS FERNANDO DA SILVA ANDRADE,5.5,1898.1,3.6,19.33,102.16
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,600976 - THIAGO HENRIQUE FERNANDES DA SILVA,5.5,1890.1,3.7,27.18,85.83
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,600807 - FABIO LELES DE LIMA,5.4,1893.4,4.7,44.78,78.39
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62503 - COLHEDORA JOHN DEERE CH570,600648 - LUCAS FELIX DA SILVA,5.4,1649.5,4.3,21.70,57.31
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,52501 - COLHEDORA JOHN DEERE CH570,270623 - GENIVAL JULIAO DE OLIVEIRA SOBRINHO,5.4,1966.1,4.4,30.59,65.57
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,601580 - TIAGO ARAUJO DA SILVA,5.4,1725.3,4.4,12.05,
CAPINÓPOLIS - MG,SUBSOLAGEM,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62264 - TRATOR JOHN DEERE 7M230,601118 - ALEX SANDRO LOPES DOS SANTOS,5.4,1781.9,7.1,21.41,78.71
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,359235 - FAGNER RODRIGUES DA SILVA,5.4,1575.0,6.1,9.99,10.30
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,600976 - THIAGO HENRIQUE FERNANDES DA SILVA,5.4,1800.1,4.9,33.37,54.13
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,81 - Frente 1,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,601043 - JOSE LUCIANO DOS SANTOS DA CONCEICAO,5.4,1813.2,5.3,14.45,
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62227 - TRATOR JOHN DEERE 7230J,359209 - ALEXANDRE SERAFIM DE ALMEIDA,5.4,1580.4,5.4,14.52,41.39
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,181 - COLHEITA DE MUDA,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,600742 - EDVAN CORDEIRO DOS SANTOS,5.4,2061.5,3.3,39.30,101.69
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,261 - PLANTIO PLANTADEIRA,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,600400 - CLEITON MARCELINO BARROS,5.4,1774.6,5.1,22.29,23.48
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,359240 - JORGE LUIS SILVA MATIAS,5.4,1979.9,5.1,19.44,53.36
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,262 - PLANTIO DISTRIBUIDORA,TRATOR JOHN DEERE 6190J,62215 - TRATOR JOHN DEERE 6190J,601495 - FLAVIO DOS SANTOS SILVA,5.4,1672.6,5.5,13.64,20.37
CAPINÓPOLIS - MG,AGUA - 1 APLICACAO,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,359229 - EDER LINHAES SILVA,5.4,1712.2,5.2,6.97,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,600294 - TIAGO SOARES DA SILVA,5.4,2027.5,3.6,29.69,95.75
CAPINÓPOLIS - MG,GRADAGEM PESADA,'-1 - * não definido *,* não definido *,62246    - * não definido *,359785 - JOSE CLAUDIO MARTINS,5.4,1832.4,19.3,9.29,50.81
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62245 - TRATOR JOHN DEERE 7230J,600259 - EDILSON MIRANDA DA SILVA,5.4,1705.5,4.6,17.22,30.23
CAPINÓPOLIS - MG,SUBSOLAGEM,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,601783 - ALLAN MANOEL DE ARAUJO,5.3,1857.8,4.7,31.52,30.02
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62503 - COLHEDORA JOHN DEERE CH570,359653 - GENIVALDO DA SILVA QUEIROZ,5.3,1675.9,3.6,23.23,54.40
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62233 - TRATOR JOHN DEERE 7230J,600272 - LAURO HENRIQUE ALVES TOMAZ,5.3,2001.6,4.9,18.40,37.32
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,601311 - JOSE ADRIANO DA SILVA SANTOS,5.3,1647.0,3.2,23.54,109.00
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,600991 - HOBBER DENILLO NOGUEIRA DA SILVA,5.3,1945.4,4.1,29.21,
CAPINÓPOLIS - MG,SUBSOLAGEM,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,600277 - PEDRO HENRIQUE RODRIGUES ZUMBA,5.3,1760.2,4.5,15.08,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62511 - COLHEDORA JOHN DEERE CH570,601791 - CASSIANO JOSE DA SILVA,5.3,1812.5,4.8,29.94,
CAPINÓPOLIS - MG,GRADAGEM PESADA,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,602020 - LUIZ CARLOS DOS SANTOS OLIVEIRA,5.3,1666.9,4.2,15.62,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,20163 - GUSTAVO HENRIQUE MARTINS ROCHA,5.3,1841.2,3.9,32.45,84.37
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62516 - COLHEDORA JOHN DEERE CH570,600751 - HUGO EDUARDO FELIPE DOS SANTOS OLIVEIRA,5.3,2126.3,3.6,27.72,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62520 - COLHEDORA JOHN DEERE CH570,601800 - CRISTIANO FRANCISCO CELESTINO DE JESUS,5.3,1953.0,4.5,38.07,68.28
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,40505 - TRATOR JOHN DEERE 7230J,600763 - RIVANILDO ANDRE DE LIMA,5.3,1560.5,3.5,20.37,37.45
CAPINÓPOLIS - MG,SULCAGEM,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62243 - TRATOR JOHN DEERE 7230J,601189 - PAULO DA SILVA,5.3,,,9.70,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62232 - TRATOR JOHN DEERE 7230J,999999 - OPERADOR GENÉRICO,5.3,,,22.91,
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,359887 - WILLIAM ANTONIO FERREIRA,5.3,1756.2,4.4,21.43,29.38
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62511 - COLHEDORA JOHN DEERE CH570,600763 - RIVANILDO ANDRE DE LIMA,5.3,2004.1,4.8,36.98,68.28
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,359583 - MARCOS VINICIUS DE MELO GARCAO,5.3,1947.1,5.4,26.12,29.94
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,600971 - JOSAIL BERNARDO DA SILVA JUNIOR,5.3,1976.4,5.9,45.06,71.34
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,600964 - ARISTOTELLES DE SOUZA SANTOS,5.3,1906.5,5.0,25.23,68.89
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,600763 - RIVANILDO ANDRE DE LIMA,5.3,1901.3,5.0,29.50,53.68
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,5.3,1929.5,4.4,26.69,95.06
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62518 - COLHEDORA JOHN DEERE CH570,20163 - GUSTAVO HENRIQUE MARTINS ROCHA,5.3,1698.6,4.8,31.66,52.28
CAPINÓPOLIS - MG,SULCAGEM,263 - SULCADOR,TRATOR JOHN DEERE 7230J,62247 - TRATOR JOHN DEERE 7230J,601171 - CLEIBER CARLOS SILVA,5.3,1637.3,5.6,21.04,43.54
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,301 - TRATORES,TRATOR JOHN DEERE 6190J,62257 - TRATOR JOHN DEERE 6190J,601127 - ANTONIO BATISTA NASCIMENTO,5.3,,,9.88,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62217 - TRATOR JOHN DEERE 6190J,600610 - JEFERSON PEREIRA DOS SANTOS,5.3,1273.6,3.1,,
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,5.3,1767.3,9.5,13.60,28.38
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,359236 - FERNANDO GONCALVES DE SOUZA,5.3,1888.9,2.5,31.29,154.43
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,359634 - BENEDITO JOSE DA SILVA,5.2,1888.2,4.2,35.81,87.22
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,601521 - JOSE JAMILTON GONCALVES,5.2,1890.3,4.8,34.43,64.77
CAPINÓPOLIS - MG,GRADAGEM PESADA,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,600277 - PEDRO HENRIQUE RODRIGUES ZUMBA,5.2,1698.5,5.0,21.96,
CAPINÓPOLIS - MG,SUBSOLAGEM,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62264 - TRATOR JOHN DEERE 7M230,600765 - RODRIGO GOMES VILARINHO,5.2,1954.0,6.4,20.91,37.68
CAPINÓPOLIS - MG,GRADAGEM PESADA,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62263 - TRATOR JOHN DEERE 7M230,601703 - MAILON LOURENCO FERREIRA,5.2,1929.7,6.1,22.44,31.29
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,359315 - FELIPE BATISTA COELHO,5.2,1750.5,6.1,18.13,
CAPINÓPOLIS - MG,SUBSOLAGEM,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,600610 - JEFERSON PEREIRA DOS SANTOS,5.2,1611.8,4.0,11.95,37.99
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62501 - COLHEDORA JOHN DEERE CH570,600356 - DENNER RALF DA SILVA,5.2,1953.3,4.9,37.73,70.03
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62241 - TRATOR JOHN DEERE 7230J,359256 - ALEXANDRE OLIONES NOGUEIRA SILVA,5.2,1849.5,3.7,20.25,98.79
CAPINÓPOLIS - MG,SULCAGEM,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62243 - TRATOR JOHN DEERE 7230J,359697 - EMERSON APARECIDO MENEZES DA SILVA,5.2,1768.6,5.1,15.95,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,600404 - PAULO FERNANDO DA SILVA,5.2,1937.0,5.2,13.45,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,600278 - JOAO MATEUS FREITAS LIMA,5.2,1802.3,4.6,34.20,67.78
CAPINÓPOLIS - MG,SULCAGEM,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62243 - TRATOR JOHN DEERE 7230J,601250 - BRUNA SILVA NUNES,5.2,1584.2,5.5,15.61,54.72
CAPINÓPOLIS - MG,SUBSOLAGEM,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,601584 - TIAGO PEREIRA DA SILVA,5.2,1732.6,4.0,23.74,33.61
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,82 - Frente 2,TRATOR JOHN DEERE 7230J,62235 - TRATOR JOHN DEERE 7230J,359256 - ALEXANDRE OLIONES NOGUEIRA SILVA,5.2,1662.7,5.5,17.03,43.95
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,83 - Frente 3,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,600301 - ALEXANDRE ELIAS SANTOS SILVA,5.2,1727.1,5.0,14.09,41.44
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,601707 - DALTON LUIS FERREIRA BARBOSA,5.2,1476.3,4.4,10.56,
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62227 - TRATOR JOHN DEERE 7230J,359684 - CLEITON ALISSON MARTINS,5.2,,,19.64,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,81 - Frente 1,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,359605 - LEANDRO RIBEIRO DA SILVEIRA,5.2,1597.8,5.2,13.02,
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,52203 - TRATOR JOHN DEERE 7230J,359650 - WELLINGTON OLIONES NOGUEIRA,5.2,1822.2,4.6,20.07,27.07
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,342 - COLHEDORAS,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,601004 - ROBERVAL ROSENDO DA COSTA,5.2,,,27.85,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,600763 - RIVANILDO ANDRE DE LIMA,5.2,1824.9,5.4,33.71,73.97
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,'-1 - * não definido *,* não definido *,62238    - * não definido *,600277 - PEDRO HENRIQUE RODRIGUES ZUMBA,5.2,1812.4,3.3,8.27,13.92
CAPINÓPOLIS - MG,GRADAGEM PESADA,263 - SULCADOR,TRATOR JOHN DEERE 6190J,62260 - TRATOR JOHN DEERE 6190J,600413 - WAGNER DOS ANJOS PADILHA,5.2,1808.3,5.7,17.02,20.99
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,359266 - FRANCISCO DE ASSIS DE CASTRO SILVA,5.1,1859.2,6.0,23.59,35.53
CAPINÓPOLIS - MG,SUBSOLAGEM,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,600435 - JOSE ANTONIO DOS SANTOS JUNIOR,5.1,1744.7,5.3,19.06,
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62227 - TRATOR JOHN DEERE 7230J,359209 - ALEXANDRE SERAFIM DE ALMEIDA,5.1,1669.9,4.4,24.38,24.35
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62520 - COLHEDORA JOHN DEERE CH570,359784 - DENILSON SILVA MOTA,5.1,1925.1,4.5,33.56,79.21
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,359256 - ALEXANDRE OLIONES NOGUEIRA SILVA,5.1,1904.9,4.6,36.34,74.59
CAPINÓPOLIS - MG,GRADAGEM PESADA,301 - TRATORES,TRATOR JOHN DEERE 7230J,62232 - TRATOR JOHN DEERE 7230J,359931 - RAFAEL FERREIRA DA SILVA,5.1,1719.6,5.1,19.68,49.70
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,181 - COLHEITA DE MUDA,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,359787 - JOSE PAULO DA SILVA,5.1,2024.2,2.9,29.94,127.78
